Numero,Titre,Prix,Superficie,Pieces,Code postal,Ville,REGION,Prix du metre carre,Prix moyen du metre carre
796,Appartement 4 pièces 86 m²,367500,86,4,20145,Sari-Solenzara,Corse,4273.2558139534885,4351.915385731174
797,Appartement 3 pièces 50 m²,342720,50,3,20137,Porto-Vecchio,Corse,6854.4,4351.915385731174
798,Appartement 3 pièces 47 m²,136500,47,3,91150,Étampes,Île-de-France,2904.255319148936,5475.549796070834
799,Appartement 6 pièces 192 m²,343000,192,6,30100,Alès,Occitanie,1786.4583333333333,3805.4817497122735
800,Appartement 4 pièces 80 m²,195000,80,4,30100,Alès,Occitanie,2437.5,3805.4817497122735
801,Appartement 6 pièces 257 m²,780000,257,6,30100,Alès,Occitanie,3035.0194552529183,3805.4817497122735
802,Appartement 4 pièces 116 m²,336000,116,4,34000,Montpellier,Occitanie,2896.551724137931,3805.4817497122735
803,Appartement 3 pièces 64 m²,245288,64,3,30000,Nîmes,Occitanie,3832.625,3805.4817497122735
804,Appartement 4 pièces 96 m²,347271,96,4,30000,Nîmes,Occitanie,3617.40625,3805.4817497122735
805,Appartement 3 pièces 59 m²,254000,59,3,30700,Uzès,Occitanie,4305.084745762712,3805.4817497122735
806,Appartement 2 pièces 48 m²,185000,48,2,30700,Uzès,Occitanie,3854.1666666666665,3805.4817497122735
807,Appartement 4 pièces 111 m²,650000,111,4,30000,Nîmes,Occitanie,5855.855855855856,3805.4817497122735
808,Appartement 4 pièces 85 m²,334500,85,4,30000,Nîmes,Occitanie,3935.294117647059,3805.4817497122735
809,Appartement 2 pièces 40 m²,192500,40,2,30000,Nîmes,Occitanie,4812.5,3805.4817497122735
810,Appartement 3 pièces 65 m²,252500,65,3,30000,Nîmes,Occitanie,3884.6153846153848,3805.4817497122735
811,Appartement 2 pièces 38 m²,224500,38,2,30900,Nîmes,Occitanie,5907.894736842105,3805.4817497122735
812,Appartement 1 pièce 22 m²,139500,22,1,30900,Nîmes,Occitanie,6340.909090909091,3805.4817497122735
813,Appartement 3 pièces 59 m²,245000,59,3,30900,Nîmes,Occitanie,4152.542372881356,3805.4817497122735
814,Appartement 3 pièces 63 m²,253900,63,3,30000,Nîmes,Occitanie,4030.15873015873,3805.4817497122735
815,Appartement 3 pièces 59 m²,251500,59,3,30700,Uzès,Occitanie,4262.71186440678,3805.4817497122735
816,Appartement 1 pièce 28 m²,110000,28,1,34820,Teyran,Occitanie,3928.571428571429,3805.4817497122735
817,Appartement 3 pièces 64 m²,230000,64,3,34270,Saint-Mathieu-de-Tréviers,Occitanie,3593.75,3805.4817497122735
818,Appartement 3 pièces 59 m²,194980,59,3,95280,Jouy-le-Moutier,Île-de-France,3304.745762711864,5475.549796070834
819,Appartement 4 pièces 83 m²,135000,83,4,30100,Alès,Occitanie,1626.5060240963855,3805.4817497122735
820,Appartement 4 pièces 70 m²,99000,70,4,7200,Aubenas,Pays de la Loire,1414.2857142857142,3940.1224531256
821,Appartement 3 pièces 60 m²,115000,60,3,30000,Nîmes,Occitanie,1916.6666666666667,3805.4817497122735
822,Appartement 1 pièce 25 m²,125000,25,1,73100,Aix-les-Bains,Auvergne-Rhône-Alpes,5000.0,3987.6716210996815
823,Appartement 2 pièces 40 m²,150000,40,2,34300,Agde,Occitanie,3750.0,3805.4817497122735
824,Appartement 3 pièces 60 m²,301115,60,3,34000,Montpellier,Occitanie,5018.583333333333,3805.4817497122735
825,Appartement 3 pièces 60 m²,256717,60,3,34000,Montpellier,Occitanie,4278.616666666667,3805.4817497122735
826,Appartement 3 pièces 60 m²,256717,60,3,34000,Montpellier,Occitanie,4278.616666666667,3805.4817497122735
827,Appartement 3 pièces 66 m²,248000,66,3,34400,Lunel,Occitanie,3757.5757575757575,3805.4817497122735
828,Appartement 3 pièces 62 m²,275619,62,3,34000,Montpellier,Occitanie,4445.467741935484,3805.4817497122735
829,Appartement 3 pièces 60 m²,301115,60,3,34000,Montpellier,Occitanie,5018.583333333333,3805.4817497122735
830,Appartement 3 pièces 96 m²,420000,96,3,34070,Montpellier,Occitanie,4375.0,3805.4817497122735
831,Appartement 3 pièces 66 m²,250000,66,3,20200,Bastia,Corse,3787.878787878788,4351.915385731174
832,Appartement 3 pièces 72 m²,330000,72,3,20000,Ajaccio,Corse,4583.333333333333,4351.915385731174
833,Appartement 2 pièces 57 m²,325000,57,2,20137,Lecci,Corse,5701.754385964912,4351.915385731174
834,Appartement 4 pièces 113 m²,982000,113,4,20137,Lecci,Corse,8690.265486725664,4351.915385731174
835,Appartement 4 pièces 97 m²,606000,97,4,20137,Lecci,Corse,6247.422680412371,4351.915385731174
836,Appartement 2 pièces 52 m²,235169,52,2,20000,Ajaccio,Corse,4522.4807692307695,4351.915385731174
837,Appartement 3 pièces 57 m²,269069,57,3,20000,Ajaccio,Corse,4720.508771929824,4351.915385731174
838,Appartement 4 pièces 77 m²,331200,77,4,20000,Ajaccio,Corse,4301.298701298701,4351.915385731174
839,Appartement 1 pièce 30 m²,137500,30,1,20000,Ajaccio,Corse,4583.333333333333,4351.915385731174
840,Appartement 2 pièces 47 m²,189500,47,2,34070,Montpellier,Occitanie,4031.914893617021,3805.4817497122735
841,Appartement 3 pièces 48 m²,229000,48,3,34970,Lattes,Occitanie,4770.833333333333,3805.4817497122735
842,Appartement 5 pièces 77 m²,219000,77,5,34070,Montpellier,Occitanie,2844.155844155844,3805.4817497122735
843,Appartement 4 pièces 63 m²,210000,63,4,27200,Vernon,Normandie,3333.333333333333,3493.366335119261
844,Appartement 4 pièces 85 m²,349000,85,4,34110,Mireval,Occitanie,4105.882352941177,3805.4817497122735
845,Appartement 3 pièces 60 m²,290000,60,3,34090,Montpellier,Occitanie,4833.333333333333,3805.4817497122735
846,Appartement 7 pièces 138 m²,299000,138,7,64000,Pau,Nouvelle-Aquitaine,2166.6666666666665,4643.733694870073
847,Appartement 2 pièces 27 m²,73000,27,2,66760,Porté-Puymorens,Occitanie,2703.703703703704,3805.4817497122735
848,Appartement 4 pièces 87 m²,385000,87,4,31400,Toulouse,Occitanie,4425.287356321839,3805.4817497122735
849,Appartement 3 pièces 52 m²,299500,52,3,66210,Bolquère,Occitanie,5759.615384615385,3805.4817497122735
850,Appartement 2 pièces 31 m²,74900,31,2,65170,Saint-Lary-Soulan,Occitanie,2416.1290322580644,3805.4817497122735
851,Appartement 1 pièce 35 m²,195000,35,1,66210,Bolquère,Occitanie,5571.428571428572,3805.4817497122735
852,Appartement 4 pièces 89 m²,350000,89,4,66200,Elne,Occitanie,3932.5842696629215,3805.4817497122735
853,Appartement 3 pièces 62 m²,218000,62,3,66200,Elne,Occitanie,3516.1290322580644,3805.4817497122735
854,Appartement 1 pièce 19 m²,86000,19,1,84220,Cabrières-d'Avignon,Provence-Alpes-Côte d'Azur,4526.315789473684,4259.945365227293
855,Appartement 1 pièce 20 m²,81000,20,1,84220,Cabrières-d'Avignon,Provence-Alpes-Côte d'Azur,4050.0,4259.945365227293
856,Appartement 1 pièce 25 m²,105000,25,1,84220,Cabrières-d'Avignon,Provence-Alpes-Côte d'Azur,4200.0,4259.945365227293
857,Appartement 3 pièces 99 m²,146000,99,3,30570,Valleraugue,Occitanie,1474.7474747474748,3805.4817497122735
858,Appartement 2 pièces 32 m²,69000,32,2,30250,Sommières,Occitanie,2156.25,3805.4817497122735
859,Appartement 3 pièces 64 m²,360000,64,3,44000,Nantes,Pays de la Loire,5625.0,3940.1224531256
860,Appartement 3 pièces 70 m²,442000,70,3,13008,Marseille 8,Provence-Alpes-Côte d'Azur,6314.285714285715,4259.945365227293
861,Appartement 3 pièces 59 m²,180000,59,3,91700,Sainte-Geneviève-des-Bois,Île-de-France,3050.8474576271187,5475.549796070834
862,Appartement 3 pièces 53 m²,299000,53,3,30240,Le Grau-du-Roi,Occitanie,5641.509433962264,3805.4817497122735
863,Appartement 2 pièces 34 m²,156000,34,2,17110,Saint-Georges-de-Didonne,Nouvelle-Aquitaine,4588.235294117647,4643.733694870073
864,Appartement 2 pièces 54 m²,91000,54,2,1190,Pont-de-Vaux,Occitanie,1685.1851851851852,3805.4817497122735
865,Appartement 3 pièces 50 m²,96590,50,3,34140,Mèze,Occitanie,1931.8,3805.4817497122735
866,Appartement 2 pièces 36 m²,235000,36,2,83250,La Londe-les-Maures,Provence-Alpes-Côte d'Azur,6527.777777777777,4259.945365227293
867,Appartement 3 pièces 47 m²,167000,47,3,11370,Leucate,Occitanie,3553.191489361702,3805.4817497122735
868,Appartement 2 pièces 48 m²,304000,48,2,83520,Roquebrune-sur-Argens,Provence-Alpes-Côte d'Azur,6333.333333333333,4259.945365227293
869,Appartement 5 pièces 167 m²,315000,167,5,34190,Ganges,Occitanie,1886.22754491018,3805.4817497122735
870,Appartement 6 pièces 121 m²,154350,121,6,30500,Saint-Ambroix,Occitanie,1275.6198347107438,3805.4817497122735
871,Appartement 3 pièces 83 m²,135000,83,3,97110,Pointe-à-Pitre,,1626.5060240963855,
872,Appartement 3 pièces 70 m²,320000,70,3,13090,Aix-en-Provence,Provence-Alpes-Côte d'Azur,4571.428571428572,4259.945365227293
873,Appartement 3 pièces 99 m²,179000,99,3,54000,Nancy,Grand Est,1808.080808080808,2933.8065728363176
874,Appartement 4 pièces 91 m²,649000,91,4,13090,Aix-en-Provence,Provence-Alpes-Côte d'Azur,7131.868131868132,4259.945365227293
875,Appartement 3 pièces 72 m²,600000,72,3,13090,Aix-en-Provence,Provence-Alpes-Côte d'Azur,8333.333333333334,4259.945365227293
876,Appartement 3 pièces 49 m²,438000,49,3,13090,Aix-en-Provence,Provence-Alpes-Côte d'Azur,8938.775510204081,4259.945365227293
877,Appartement 2 pièces 39 m²,358000,39,2,13090,Aix-en-Provence,Provence-Alpes-Côte d'Azur,9179.48717948718,4259.945365227293
878,Appartement 1 pièce 18 m²,66500,18,1,31200,Toulouse,Occitanie,3694.444444444444,3805.4817497122735
879,Appartement 2 pièces 42 m²,90000,42,2,14600,Gonneville-sur-Honfleur,Normandie,2142.8571428571427,3493.366335119261
880,Appartement 3 pièces 68 m²,361000,68,3,74100,Annemasse,Auvergne-Rhône-Alpes,5308.823529411765,3987.6716210996815
881,Appartement 3 pièces 65 m²,202500,65,3,40230,Bénesse-Maremne,Nouvelle-Aquitaine,3115.3846153846152,4643.733694870073
882,Appartement 1 pièce 23 m²,159500,23,1,83230,Bormes-les-Mimosas,Provence-Alpes-Côte d'Azur,6934.782608695652,4259.945365227293
883,Appartement 4 pièces 85 m²,295000,85,4,84000,Avignon,Provence-Alpes-Côte d'Azur,3470.5882352941176,4259.945365227293
884,Appartement 2 pièces 40 m²,96590,40,2,56700,Hennebont,Bretagne,2414.75,4351.405381831158
885,Appartement 3 pièces 59 m²,153700,59,3,33310,Lormont,Nouvelle-Aquitaine,2605.084745762712,4643.733694870073
886,Appartement 4 pièces 67 m²,225000,67,4,73000,Chambéry,Auvergne-Rhône-Alpes,3358.208955223881,3987.6716210996815
887,Appartement 3 pièces 64 m²,207760,64,3,78190,Trappes,Île-de-France,3246.25,5475.549796070834
888,Appartement 2 pièces 48 m²,319000,48,2,92190,Meudon,Île-de-France,6645.833333333333,5475.549796070834
889,Appartement 2 pièces 46 m²,284900,46,2,22380,Saint-Cast-le-Guildo,Bretagne,6193.478260869565,4351.405381831158
890,Appartement 2 pièces 22 m²,140000,22,2,38860,Les Deux Alpes,Auvergne-Rhône-Alpes,6363.636363636364,3987.6716210996815
891,Appartement 2 pièces 48 m²,167990,48,2,33170,Gradignan,Nouvelle-Aquitaine,3499.7916666666665,4643.733694870073
892,Appartement 2 pièces 30 m²,159000,30,2,83230,Bormes-les-Mimosas,Provence-Alpes-Côte d'Azur,5300.0,4259.945365227293
893,Appartement 3 pièces 69 m²,188000,69,3,34710,Lespignan,Occitanie,2724.6376811594205,3805.4817497122735
894,Appartement 3 pièces 66 m²,389000,66,3,83270,Saint-Cyr-sur-Mer,Provence-Alpes-Côte d'Azur,5893.939393939394,4259.945365227293
895,Appartement 3 pièces 66 m²,47900,66,3,25400,Audincourt,Bourgogne-Franche-Comté,725.7575757575758,1972.3694248603445
896,Appartement 1 pièce 28 m²,209000,28,1,6400,Cannes,Nouvelle-Aquitaine,7464.285714285715,4643.733694870073
897,Appartement 4 pièces 117 m²,255000,117,4,5000,Gap,Normandie,2179.48717948718,3493.366335119261
898,Appartement 3 pièces 65 m²,235000,65,3,77330,Ozoir-la-Ferrière,Île-de-France,3615.3846153846152,5475.549796070834
899,Appartement 3 pièces 64 m²,398800,64,3,44380,Pornichet,Pays de la Loire,6231.25,3940.1224531256
900,Appartement 3 pièces 66 m²,129500,66,3,31600,Muret,Occitanie,1962.121212121212,3805.4817497122735
901,Appartement 1 pièce 16 m²,133990,16,1,35800,Dinard,Bretagne,8374.375,4351.405381831158
902,Appartement 2 pièces 50 m²,157000,50,2,85000,La Roche-sur-Yon,Pays de la Loire,3140.0,3940.1224531256
903,Appartement 4 pièces 90 m²,584000,90,4,13620,Carry-le-Rouet,Provence-Alpes-Côte d'Azur,6488.888888888889,4259.945365227293
904,Appartement 4 pièces 75 m²,149000,75,4,5000,Gap,Normandie,1986.6666666666667,3493.366335119261
905,Appartement 3 pièces 55 m²,128000,55,3,4100,Manosque,Centre-Val de Loire,2327.2727272727275,2450.691365675368
906,Appartement 2 pièces 42 m²,223575,42,2,44490,Le Croisic,Pays de la Loire,5323.214285714285,3940.1224531256
907,Appartement 2 pièces 41 m²,287200,41,2,44380,Pornichet,Pays de la Loire,7004.878048780488,3940.1224531256
908,Appartement 3 pièces 69 m²,303000,69,3,44119,Grandchamp-des-Fontaines,Pays de la Loire,4391.304347826087,3940.1224531256
909,Appartement 3 pièces 62 m²,356000,62,3,44380,Pornichet,Pays de la Loire,5741.935483870968,3940.1224531256
910,Appartement 3 pièces 62 m²,356200,62,3,44380,Pornichet,Pays de la Loire,5745.1612903225805,3940.1224531256
911,Appartement 2 pièces 39 m²,284000,39,2,44380,Pornichet,Pays de la Loire,7282.051282051282,3940.1224531256
912,Appartement 3 pièces 75 m²,457556,75,3,44500,La Baule-Escoublac,Pays de la Loire,6100.746666666667,3940.1224531256
913,Appartement 3 pièces 53 m²,330000,53,3,62780,Cucq,Hauts-de-France,6226.415094339623,3911.574802183785
914,Appartement 3 pièces 58 m²,194900,58,3,94320,Thiais,Île-de-France,3360.344827586207,5475.549796070834
915,Appartement 3 pièces 70 m²,426000,70,3,1170,Crozet,Occitanie,6085.714285714285,3805.4817497122735
916,Appartement 2 pièces 46 m²,311000,46,2,1170,Crozet,Occitanie,6760.869565217391,3805.4817497122735
917,Appartement 1 pièce 32 m²,149000,32,1,33000,Bordeaux,Nouvelle-Aquitaine,4656.25,4643.733694870073
918,Appartement 2 pièces 44 m²,152500,44,2,93190,Livry-Gargan,Île-de-France,3465.909090909091,5475.549796070834
919,Appartement 5 pièces 75 m²,330000,75,5,34540,Balaruc-les-Bains,Occitanie,4400.0,3805.4817497122735
920,Appartement 1 pièce 21 m²,105000,21,1,74340,Samoëns,Auvergne-Rhône-Alpes,5000.0,3987.6716210996815
921,Appartement 2 pièces 40 m²,127000,40,2,83400,Hyères,Provence-Alpes-Côte d'Azur,3175.0,4259.945365227293
922,Appartement 2 pièces 38 m²,199000,38,2,14360,Trouville-sur-Mer,Normandie,5236.8421052631575,3493.366335119261
923,Appartement 3 pièces 64 m²,251000,64,3,34500,Béziers,Occitanie,3921.875,3805.4817497122735
924,Appartement 4 pièces 82 m²,960000,82,4,33120,Arcachon,Nouvelle-Aquitaine,11707.317073170732,4643.733694870073
925,Appartement 4 pièces 112 m²,1255000,112,4,31000,Toulouse,Occitanie,11205.357142857143,3805.4817497122735
926,Appartement 3 pièces 91 m²,129000,91,3,46000,Cahors,Occitanie,1417.5824175824175,3805.4817497122735
927,Appartement 3 pièces 63 m²,235000,63,3,94290,Villeneuve-le-Roi,Île-de-France,3730.15873015873,5475.549796070834
928,Appartement 4 pièces 66 m²,118000,66,4,4100,Manosque,Centre-Val de Loire,1787.878787878788,2450.691365675368
929,Appartement 4 pièces 81 m²,246720,81,4,44600,Saint-Nazaire,Pays de la Loire,3045.925925925926,3940.1224531256
930,Appartement 3 pièces 67 m²,330000,67,3,38240,Meylan,Auvergne-Rhône-Alpes,4925.373134328358,3987.6716210996815
931,Appartement 2 pièces 44 m²,215250,44,2,17110,Saint-Georges-de-Didonne,Nouvelle-Aquitaine,4892.045454545455,4643.733694870073
932,Appartement 4 pièces 78 m²,179000,78,4,78130,Les Mureaux,Île-de-France,2294.871794871795,5475.549796070834
933,Appartement 1 pièce 30 m²,215000,30,1,92230,Gennevilliers,Île-de-France,7166.666666666667,5475.549796070834
934,Appartement 3 pièces 53 m²,110000,53,3,38000,Grenoble,Auvergne-Rhône-Alpes,2075.471698113208,3987.6716210996815
935,Appartement 2 pièces 66 m²,200000,66,2,13001,Marseille 1,Provence-Alpes-Côte d'Azur,3030.3030303030305,4259.945365227293
936,Appartement 2 pièces 38 m²,178000,38,2,5560,Vars,Grand Est,4684.210526315789,2933.8065728363176
937,Appartement 4 pièces 74 m²,65000,74,4,84400,Apt,Provence-Alpes-Côte d'Azur,878.3783783783783,4259.945365227293
938,Appartement 3 pièces 44 m²,199990,44,3,34350,Valras-Plage,Occitanie,4545.227272727273,3805.4817497122735
939,Appartement 3 pièces 66 m²,183000,66,3,94320,Thiais,Île-de-France,2772.7272727272725,5475.549796070834
940,Appartement 2 pièces 36 m²,74000,36,2,4140,Seyne,Centre-Val de Loire,2055.555555555556,2450.691365675368
941,Appartement 3 pièces 71 m²,728000,71,3,33260,La Teste-de-Buch,Nouvelle-Aquitaine,10253.521126760565,4643.733694870073
942,Appartement 5 pièces 91 m²,728000,91,5,33120,Arcachon,Nouvelle-Aquitaine,8000.0,4643.733694870073
943,Appartement 1 pièce 25 m²,243800,25,1,33120,Arcachon,Nouvelle-Aquitaine,9752.0,4643.733694870073
944,Appartement 5 pièces 117 m²,519000,117,5,31240,L'Union,Occitanie,4435.897435897436,3805.4817497122735
945,Appartement 2 pièces 47 m²,235000,47,2,69130,Écully,Auvergne-Rhône-Alpes,5000.0,3987.6716210996815
946,Appartement 5 pièces 182 m²,998000,182,5,31300,Toulouse,Occitanie,5483.516483516483,3805.4817497122735
947,Appartement 4 pièces 112 m²,899000,112,4,31300,Toulouse,Occitanie,8026.785714285715,3805.4817497122735
948,Appartement 2 pièces 46 m²,308500,46,2,10000,Troyes,Grand Est,6706.521739130435,2933.8065728363176
949,Appartement 3 pièces 70 m²,199500,70,3,91000,Évry,Île-de-France,2850.0,5475.549796070834
950,Appartement 3 pièces 62 m²,349900,62,3,35000,Rennes,Bretagne,5643.548387096775,4351.405381831158
951,Appartement 4 pièces 90 m²,322000,90,4,35230,Saint-Erblon,Bretagne,3577.777777777778,4351.405381831158
952,Appartement 4 pièces 79 m²,295000,79,4,13008,Marseille 8,Provence-Alpes-Côte d'Azur,3734.1772151898736,4259.945365227293
953,Appartement 2 pièces 41 m²,169584,41,2,22560,Trébeurden,Bretagne,4136.195121951219,4351.405381831158
954,Appartement 3 pièces 67 m²,357000,67,3,34970,Lattes,Occitanie,5328.358208955224,3805.4817497122735
955,Appartement 2 pièces 37 m²,164900,37,2,33470,Le Teich,Nouvelle-Aquitaine,4456.756756756757,4643.733694870073
956,Appartement 3 pièces 51 m²,525000,51,3,75015,Paris 15,Île-de-France,10294.117647058823,5475.549796070834
957,Appartement 3 pièces 64 m²,258900,64,3,35650,Le Rheu,Bretagne,4045.3125,4351.405381831158
958,Appartement 2 pièces 39 m²,312500,39,2,69002,Lyon 2,Auvergne-Rhône-Alpes,8012.820512820513,3987.6716210996815
959,Appartement 1 pièce 15 m²,154500,15,1,69002,Lyon 2,Auvergne-Rhône-Alpes,10300.0,3987.6716210996815
960,Appartement 2 pièces 39 m²,169000,39,2,34170,Castelnau-le-Lez,Occitanie,4333.333333333333,3805.4817497122735
961,Appartement 1 pièce 29 m²,179500,29,1,34280,La Grande-Motte,Occitanie,6189.6551724137935,3805.4817497122735
962,Appartement 2 pièces 62 m²,142000,62,2,60100,Creil,Hauts-de-France,2290.322580645161,3911.574802183785
963,Appartement 4 pièces 82 m²,377000,82,4,38920,Crolles,Auvergne-Rhône-Alpes,4597.5609756097565,3987.6716210996815
964,Appartement 4 pièces 92 m²,500000,92,4,94220,Charenton-le-Pont,Île-de-France,5434.782608695652,5475.549796070834
965,Appartement 5 pièces 115 m²,310000,115,5,34200,Sète,Occitanie,2695.6521739130435,3805.4817497122735
966,Appartement 2 pièces 32 m²,130000,32,2,34200,Sète,Occitanie,4062.5,3805.4817497122735
967,Appartement 4 pièces 95 m²,488000,95,4,38920,Crolles,Auvergne-Rhône-Alpes,5136.8421052631575,3987.6716210996815
968,Appartement 3 pièces 69 m²,380000,69,3,40130,Capbreton,Nouvelle-Aquitaine,5507.246376811594,4643.733694870073
969,Appartement 3 pièces 68 m²,195000,68,3,34500,Béziers,Occitanie,2867.6470588235293,3805.4817497122735
970,Appartement 3 pièces 75 m²,157500,75,3,62200,Boulogne-sur-Mer,Hauts-de-France,2100.0,3911.574802183785
971,Appartement 6 pièces 142 m²,560000,142,6,34000,Montpellier,Occitanie,3943.6619718309857,3805.4817497122735
972,Appartement 3 pièces 64 m²,223000,64,3,40200,Mimizan,Nouvelle-Aquitaine,3484.375,4643.733694870073
973,Appartement 3 pièces 63 m²,195000,63,3,78340,Les Clayes-sous-Bois,Île-de-France,3095.2380952380954,5475.549796070834
974,Appartement 3 pièces 74 m²,352000,74,3,31200,Toulouse,Occitanie,4756.756756756757,3805.4817497122735
975,Appartement 2 pièces 40 m²,284000,40,2,83140,Six-Fours-les-Plages,Provence-Alpes-Côte d'Azur,7100.0,4259.945365227293
976,Appartement 4 pièces 130 m²,950876,130,4,44210,Pornic,Pays de la Loire,7314.430769230769,3940.1224531256
977,Appartement 2 pièces 44 m²,207800,44,2,56100,Lorient,Bretagne,4722.727272727273,4351.405381831158
978,Appartement 4 pièces 87 m²,295000,87,4,38360,Sassenage,Auvergne-Rhône-Alpes,3390.8045977011493,3987.6716210996815
979,Appartement 2 pièces 43 m²,195000,43,2,62930,Wimereux,Hauts-de-France,4534.883720930233,3911.574802183785
980,Appartement 2 pièces 51 m²,301000,51,2,33260,La Teste-de-Buch,Nouvelle-Aquitaine,5901.9607843137255,4643.733694870073
981,Appartement 3 pièces 64 m²,347000,64,3,38700,La Tronche,Auvergne-Rhône-Alpes,5421.875,3987.6716210996815
982,Appartement 4 pièces 97 m²,81990,97,4,72100,Le Mans,Pays de la Loire,845.2577319587629,3940.1224531256
983,Appartement 4 pièces 95 m²,330750,95,4,51100,Reims,Grand Est,3481.5789473684213,2933.8065728363176
984,Appartement 3 pièces 61 m²,312000,61,3,13090,Aix-en-Provence,Provence-Alpes-Côte d'Azur,5114.754098360656,4259.945365227293
985,Appartement 1 pièce 26 m²,161023,26,1,40600,Biscarrosse,Nouvelle-Aquitaine,6193.192307692308,4643.733694870073
986,Appartement 3 pièces 64 m²,288000,64,3,30133,Les Angles,Occitanie,4500.0,3805.4817497122735
987,Appartement 6 pièces 281 m²,126590,281,6,76400,Toussaint,Normandie,450.4982206405694,3493.366335119261
988,Appartement 2 pièces 48 m²,260000,48,2,74960,Meythet,Auvergne-Rhône-Alpes,5416.666666666667,3987.6716210996815
989,Appartement 3 pièces 62 m²,250000,62,3,51100,Reims,Grand Est,4032.258064516129,2933.8065728363176
990,Appartement 1 pièce 25 m²,73990,25,1,27000,Évreux,Normandie,2959.6,3493.366335119261
991,Appartement 3 pièces 75 m²,239900,75,3,69008,Lyon 8,Auvergne-Rhône-Alpes,3198.6666666666665,3987.6716210996815
992,Appartement 2 pièces 46 m²,195000,46,2,38360,Sassenage,Auvergne-Rhône-Alpes,4239.130434782609,3987.6716210996815
993,Appartement 3 pièces 97 m²,256000,97,3,62500,Saint-Omer,Hauts-de-France,2639.175257731959,3911.574802183785
994,Appartement 4 pièces 91 m²,351500,91,4,49100,Angers,Pays de la Loire,3862.6373626373625,3940.1224531256
995,Appartement 6 pièces 176 m²,599000,176,6,38000,Grenoble,Auvergne-Rhône-Alpes,3403.409090909091,3987.6716210996815
996,Appartement 2 pièces 54 m²,449000,54,2,75016,Paris 16,Île-de-France,8314.814814814816,5475.549796070834
997,Appartement 3 pièces 75 m²,430000,75,3,83240,Cavalaire-sur-Mer,Provence-Alpes-Côte d'Azur,5733.333333333333,4259.945365227293
998,Appartement 4 pièces 125 m²,649900,125,4,30133,Les Angles,Occitanie,5199.2,3805.4817497122735
999,Appartement 4 pièces 69 m²,229000,69,4,69410,Champagne-Au-Mont-d'Or,Auvergne-Rhône-Alpes,3318.840579710145,3987.6716210996815
1000,Appartement 2 pièces 44 m²,246000,44,2,30133,Les Angles,Occitanie,5590.909090909091,3805.4817497122735
1001,Appartement 4 pièces 65 m²,262054,65,4,69800,Saint-Priest,Auvergne-Rhône-Alpes,4031.6,3987.6716210996815
1002,Appartement 3 pièces 50 m²,280550,50,3,40600,Biscarrosse,Nouvelle-Aquitaine,5611.0,4643.733694870073
1003,Appartement 5 pièces 102 m²,135000,102,5,45100,Orléans,Centre-Val de Loire,1323.529411764706,2450.691365675368
1004,Appartement 5 pièces 128 m²,299000,128,5,38100,Grenoble,Auvergne-Rhône-Alpes,2335.9375,3987.6716210996815
1005,Appartement 3 pièces 61 m²,205000,61,3,73100,Aix-les-Bains,Auvergne-Rhône-Alpes,3360.655737704918,3987.6716210996815
1006,Appartement 3 pièces 98 m²,830000,98,3,83120,Sainte-Maxime,Provence-Alpes-Côte d'Azur,8469.387755102041,4259.945365227293
1007,Appartement 2 pièces 51 m²,44132,51,2,84000,Avignon,Provence-Alpes-Côte d'Azur,865.3333333333334,4259.945365227293
1008,Appartement 1 pièce 28 m²,64990,28,1,28100,Dreux,Centre-Val de Loire,2321.0714285714284,2450.691365675368
1009,Appartement 2 pièces 44 m²,202000,44,2,13004,Marseille 4,Provence-Alpes-Côte d'Azur,4590.909090909091,4259.945365227293
1010,Appartement 3 pièces 66 m²,329000,66,3,34200,Sète,Occitanie,4984.848484848485,3805.4817497122735
1011,Appartement 5 pièces 200 m²,440000,200,5,34500,Béziers,Occitanie,2200.0,3805.4817497122735
1012,Appartement 4 pièces 88 m²,240000,88,4,44300,Nantes,Pays de la Loire,2727.2727272727275,3940.1224531256
1013,Appartement 3 pièces 61 m²,283473,61,3,62780,Cucq,Hauts-de-France,4647.098360655737,3911.574802183785
1014,Appartement 2 pièces 47 m²,189500,47,2,95290,L'Isle-Adam,Île-de-France,4031.914893617021,5475.549796070834
1015,Appartement 4 pièces 73 m²,225000,73,4,51100,Reims,Grand Est,3082.1917808219177,2933.8065728363176
1016,Appartement 6 pièces 130 m²,409000,130,6,51100,Reims,Grand Est,3146.153846153846,2933.8065728363176
1017,Appartement 4 pièces 62 m²,179000,62,4,38000,Grenoble,Auvergne-Rhône-Alpes,2887.0967741935483,3987.6716210996815
1018,Appartement 3 pièces 65 m²,352500,65,3,78120,Rambouillet,Île-de-France,5423.076923076923,5475.549796070834
1019,Appartement 2 pièces 34 m²,140000,34,2,5200,Embrun,Grand Est,4117.64705882353,2933.8065728363176
1020,Appartement 2 pièces 62 m²,180000,62,2,84490,Saint-Saturnin-Lès-Apt,Provence-Alpes-Côte d'Azur,2903.2258064516127,4259.945365227293
1021,Appartement 4 pièces 90 m²,570000,90,4,35400,Saint-Malo,Bretagne,6333.333333333333,4351.405381831158
1022,Appartement 4 pièces 56 m²,118000,56,4,76620,Le Havre,Normandie,2107.1428571428573,3493.366335119261
1023,Appartement 3 pièces 80 m²,90990,80,3,65100,Lourdes,Occitanie,1137.375,3805.4817497122735
1024,Appartement 2 pièces 38 m²,87000,38,2,76620,Le Havre,Normandie,2289.4736842105262,3493.366335119261
