Numero,Titre,Prix,Superficie,Pieces,Code postal,Ville,REGION,Prix du metre carre,Prix moyen du metre carre
5381,Appartement 3 pièces 51 m²,116000,51,3,76620,Le Havre,Normandie,2274.5098039215686,3493.366335119261
5382,Appartement 4 pièces 73 m²,138500,73,4,53200,Château-Gontier-sur-Mayenne,Pays de la Loire,1897.2602739726028,3940.1224531256
5383,Appartement 2 pièces 31 m²,269000,31,2,92600,Asnières-sur-Seine,Île-de-France,8677.41935483871,5475.549796070834
5384,Appartement 3 pièces 45 m²,44000,45,3,39230,Sellières,Bourgogne-Franche-Comté,977.7777777777778,1972.3694248603445
5385,Appartement 3 pièces 82 m²,525000,82,3,93400,Saint-Ouen-sur-Seine,Île-de-France,6402.439024390244,5475.549796070834
5386,Appartement 1 pièce 27 m²,125000,27,1,78310,Maurepas,Île-de-France,4629.62962962963,5475.549796070834
5387,Appartement 2 pièces 52 m²,220000,52,2,91200,Athis-Mons,Île-de-France,4230.769230769231,5475.549796070834
5388,Appartement 1 pièce 18 m²,47000,18,1,5260,Saint-Léger-les-Mélèzes,Grand Est,2611.111111111112,2933.8065728363176
5389,Appartement 3 pièces 77 m²,522000,77,3,92600,Asnières-sur-Seine,Île-de-France,6779.220779220779,5475.549796070834
5390,Appartement 3 pièces 79 m²,125000,79,3,38160,Saint-Marcellin,Auvergne-Rhône-Alpes,1582.2784810126582,3987.6716210996815
5391,Appartement 3 pièces 65 m²,265000,65,3,74100,Ambilly,Auvergne-Rhône-Alpes,4076.923076923077,3987.6716210996815
5392,Appartement 1 pièce 27 m²,67500,27,1,11210,Port-la-Nouvelle,Occitanie,2500.0,3805.4817497122735
5393,Appartement 4 pièces 93 m²,379000,93,4,78420,Carrières-sur-Seine,Île-de-France,4075.268817204301,5475.549796070834
5394,Appartement 4 pièces 80 m²,367000,80,4,74200,Thonon-les-Bains,Auvergne-Rhône-Alpes,4587.5,3987.6716210996815
5395,Appartement 3 pièces 72 m²,660000,72,3,34280,La Grande-Motte,Occitanie,9166.666666666666,3805.4817497122735
5396,Appartement 3 pièces 66 m²,321000,66,3,31130,Balma,Occitanie,4863.636363636364,3805.4817497122735
5397,Appartement 1 pièce 19 m²,74235,19,1,31400,Toulouse,Occitanie,3907.105263157895,3805.4817497122735
5398,Appartement 2 pièces 28 m²,69102,28,2,40510,Seignosse,Nouvelle-Aquitaine,2467.928571428572,4643.733694870073
5399,Appartement 4 pièces 70 m²,475000,70,4,64210,Bidart,Nouvelle-Aquitaine,6785.714285714285,4643.733694870073
5400,Appartement 3 pièces 72 m²,249000,72,3,21000,Dijon,Bourgogne-Franche-Comté,3458.333333333333,1972.3694248603445
5401,Appartement 2 pièces 39 m²,133500,39,2,30000,Nîmes,Occitanie,3423.076923076923,3805.4817497122735
5402,Appartement 3 pièces 61 m²,180900,61,3,30000,Nîmes,Occitanie,2965.573770491804,3805.4817497122735
5403,Appartement 4 pièces 104 m²,257000,104,4,97200,Fort-de-France,,2471.153846153846,
5404,Appartement 1 pièce 28 m²,75950,28,1,5260,Ancelle,Grand Est,2712.5,2933.8065728363176
5405,Appartement 1 pièce 24 m²,52000,24,1,82000,Montauban,Occitanie,2166.6666666666665,3805.4817497122735
5406,Appartement 4 pièces 100 m²,495000,100,4,92400,Courbevoie,Île-de-France,4950.0,5475.549796070834
5407,Appartement 3 pièces 84 m²,119000,84,3,57200,Sarreguemines,Grand Est,1416.6666666666667,2933.8065728363176
5408,Appartement 4 pièces 93 m²,190000,93,4,76100,Rouen,Normandie,2043.010752688172,3493.366335119261
5409,Appartement 3 pièces 65 m²,265000,65,3,33290,Parempuyre,Nouvelle-Aquitaine,4076.923076923077,4643.733694870073
5410,Appartement 4 pièces 149 m²,440000,149,4,30900,Nîmes,Occitanie,2953.020134228188,3805.4817497122735
5411,Appartement 1 pièce 26 m²,216000,26,1,97223,Le Diamant,,8307.692307692309,
5412,Appartement 4 pièces 71 m²,135000,71,4,60280,Margny-Lès-Compiègne,Hauts-de-France,1901.4084507042253,3911.574802183785
5413,Appartement 3 pièces 52 m²,178000,52,3,83500,La Seyne-sur-Mer,Provence-Alpes-Côte d'Azur,3423.076923076923,4259.945365227293
5414,Appartement 3 pièces 100 m²,45000,100,3,65600,Séméac,Occitanie,450.0,3805.4817497122735
5415,Appartement 4 pièces 132 m²,253800,132,4,20620,Biguglia,Corse,1922.7272727272727,4351.915385731174
5416,Appartement 3 pièces 50 m²,147000,50,3,5170,Orcières,Grand Est,2940.0,2933.8065728363176
5417,Appartement 1 pièce 32 m²,112000,32,1,95560,Montsoult,Île-de-France,3500.0,5475.549796070834
5418,Appartement 3 pièces 90 m²,162900,90,3,15000,Aurillac,Auvergne-Rhône-Alpes,1810.0,3987.6716210996815
5419,Appartement 3 pièces 70 m²,60000,70,3,39110,Salins-les-Bains,Bourgogne-Franche-Comté,857.1428571428571,1972.3694248603445
5420,Appartement 5 pièces 127 m²,485000,127,5,59240,Dunkerque,Hauts-de-France,3818.8976377952754,3911.574802183785
5421,Appartement 3 pièces 60 m²,206800,60,3,62600,Berck,Hauts-de-France,3446.6666666666665,3911.574802183785
5422,Appartement 3 pièces 64 m²,199000,64,3,60500,Chantilly,Hauts-de-France,3109.375,3911.574802183785
5423,Appartement 4 pièces 95 m²,540000,95,4,94100,Saint-Maur-des-Fossés,Île-de-France,5684.210526315789,5475.549796070834
5424,Appartement 3 pièces 57 m²,134000,57,3,38200,Vienne,Auvergne-Rhône-Alpes,2350.877192982456,3987.6716210996815
5425,Appartement 2 pièces 45 m²,85000,45,2,65000,Tarbes,Occitanie,1888.888888888889,3805.4817497122735
5426,Appartement 2 pièces 43 m²,177000,43,2,77220,Gretz-Armainvilliers,Île-de-France,4116.279069767442,5475.549796070834
5427,Appartement 5 pièces 96 m²,498000,96,5,91370,Verrières-le-Buisson,Île-de-France,5187.5,5475.549796070834
5428,Appartement 3 pièces 80 m²,249000,80,3,13008,Marseille 8,Provence-Alpes-Côte d'Azur,3112.5,4259.945365227293
5429,Appartement 2 pièces 21 m²,49000,21,2,65000,Tarbes,Occitanie,2333.333333333333,3805.4817497122735
5430,Appartement 3 pièces 70 m²,200000,70,3,67300,Schiltigheim,Grand Est,2857.1428571428573,2933.8065728363176
5431,Appartement 5 pièces 85 m²,167500,85,5,62200,Boulogne-sur-Mer,Hauts-de-France,1970.5882352941176,3911.574802183785
5432,Appartement 6 pièces 118 m²,895000,118,6,92400,Courbevoie,Île-de-France,7584.745762711865,5475.549796070834
5433,Appartement 4 pièces 68 m²,53000,68,4,76320,Saint-Pierre-Lès-Elbeuf,Normandie,779.4117647058823,3493.366335119261
5434,Appartement 2 pièces 39 m²,68500,39,2,66110,Amélie-les-Bains-Palalda,Occitanie,1756.4102564102564,3805.4817497122735
5435,Appartement 3 pièces 58 m²,135000,58,3,83170,Brignoles,Provence-Alpes-Côte d'Azur,2327.586206896552,4259.945365227293
5436,Appartement 3 pièces 63 m²,299000,63,3,77144,Montévrain,Île-de-France,4746.0317460317465,5475.549796070834
5437,Appartement 5 pièces 91 m²,197500,91,5,77680,Roissy-en-Brie,Île-de-France,2170.3296703296705,5475.549796070834
5438,Appartement 1 pièce 20 m²,96000,20,1,80000,Amiens,Hauts-de-France,4800.0,3911.574802183785
5439,Appartement 2 pièces 39 m²,159000,39,2,93320,Les Pavillons-sous-Bois,Île-de-France,4076.923076923077,5475.549796070834
5440,Appartement 2 pièces 45 m²,224000,45,2,78120,Rambouillet,Île-de-France,4977.777777777777,5475.549796070834
5441,Appartement 2 pièces 43 m²,275000,43,2,92370,Chaville,Île-de-France,6395.348837209303,5475.549796070834
5442,Appartement 5 pièces 101 m²,325000,101,5,95520,Osny,Île-de-France,3217.8217821782177,5475.549796070834
5443,Appartement 2 pièces 43 m²,178000,43,2,65110,Cauterets,Occitanie,4139.53488372093,3805.4817497122735
5444,Appartement 4 pièces 81 m²,382000,81,4,94430,Chennevières-sur-Marne,Île-de-France,4716.049382716049,5475.549796070834
5445,Appartement 3 pièces 69 m²,220000,69,3,34990,Juvignac,Occitanie,3188.405797101449,3805.4817497122735
5446,Appartement 3 pièces 73 m²,220000,73,3,40100,Dax,Nouvelle-Aquitaine,3013.698630136986,4643.733694870073
5447,Appartement 2 pièces 54 m²,135000,54,2,17300,Rochefort,Nouvelle-Aquitaine,2500.0,4643.733694870073
5448,Appartement 3 pièces 55 m²,41000,55,3,3100,Montluçon,Occitanie,745.4545454545455,3805.4817497122735
5449,Appartement 3 pièces 58 m²,230000,58,3,83140,Six-Fours-les-Plages,Provence-Alpes-Côte d'Azur,3965.5172413793102,4259.945365227293
5450,Appartement 7 pièces 180 m²,390000,180,7,1300,Belley,Provence-Alpes-Côte d'Azur,2166.6666666666665,4259.945365227293
5451,Appartement 4 pièces 63 m²,108000,63,4,84100,Orange,Provence-Alpes-Côte d'Azur,1714.2857142857142,4259.945365227293
5452,Appartement 3 pièces 68 m²,303000,68,3,78340,Les Clayes-sous-Bois,Île-de-France,4455.882352941177,5475.549796070834
5453,Appartement 4 pièces 88 m²,349600,88,4,78340,Les Clayes-sous-Bois,Île-de-France,3972.727272727273,5475.549796070834
5454,Appartement 4 pièces 78 m²,159000,78,4,91350,Grigny,Île-de-France,2038.4615384615383,5475.549796070834
5455,Appartement 4 pièces 98 m²,369000,98,4,60200,Compiègne,Hauts-de-France,3765.30612244898,3911.574802183785
5456,Appartement 2 pièces 57 m²,128000,57,2,89100,Sens,Bourgogne-Franche-Comté,2245.6140350877195,1972.3694248603445
5457,Appartement 4 pièces 84 m²,249000,84,4,35135,Chantepie,Bretagne,2964.285714285714,4351.405381831158
5458,Appartement 3 pièces 55 m²,230000,55,3,93100,Montreuil,Île-de-France,4181.818181818182,5475.549796070834
5459,Appartement 2 pièces 38 m²,79000,38,2,89000,Auxerre,Bourgogne-Franche-Comté,2078.9473684210525,1972.3694248603445
5460,Appartement 4 pièces 80 m²,203000,80,4,93800,Épinay-sur-Seine,Île-de-France,2537.5,5475.549796070834
5461,Appartement 3 pièces 73 m²,567000,73,3,94170,Le Perreux-sur-Marne,Île-de-France,7767.123287671233,5475.549796070834
5462,Appartement 2 pièces 25 m²,42500,25,2,13003,Marseille 3,Provence-Alpes-Côte d'Azur,1700.0,4259.945365227293
5463,Appartement 2 pièces 35 m²,405000,35,2,75010,Paris 10,Île-de-France,11571.42857142857,5475.549796070834
5464,Appartement 6 pièces 143 m²,140000,143,6,81200,Mazamet,Occitanie,979.020979020979,3805.4817497122735
5465,Appartement 1 pièce 41 m²,136500,41,1,26220,Dieulefit,Auvergne-Rhône-Alpes,3329.268292682927,3987.6716210996815
5466,Appartement 4 pièces 68 m²,169000,68,4,35230,Saint-Armel,Bretagne,2485.294117647059,4351.405381831158
5467,Appartement 3 pièces 75 m²,179900,75,3,62280,Saint-Martin-Boulogne,Hauts-de-France,2398.6666666666665,3911.574802183785
5468,Appartement 3 pièces 71 m²,449000,71,3,44000,Nantes,Pays de la Loire,6323.943661971831,3940.1224531256
5469,Appartement 3 pièces 65 m²,421000,65,3,92140,Clamart,Île-de-France,6476.923076923077,5475.549796070834
5470,Appartement 3 pièces 75 m²,379900,75,3,44400,Rezé,Pays de la Loire,5065.333333333333,3940.1224531256
5471,Appartement 3 pièces 56 m²,255000,56,3,92160,Antony,Île-de-France,4553.571428571428,5475.549796070834
5472,Appartement 3 pièces 68 m²,200000,68,3,77100,Meaux,Île-de-France,2941.176470588235,5475.549796070834
5473,Appartement 3 pièces 75 m²,464000,75,3,93100,Montreuil,Île-de-France,6186.666666666667,5475.549796070834
5474,Appartement 2 pièces 49 m²,159000,49,2,93420,Villepinte,Île-de-France,3244.8979591836733,5475.549796070834
5475,Appartement 3 pièces 66 m²,279500,66,3,44230,Saint-Sébastien-sur-Loire,Pays de la Loire,4234.848484848485,3940.1224531256
5476,Appartement 3 pièces 62 m²,225000,62,3,64240,Hasparren,Nouvelle-Aquitaine,3629.032258064516,4643.733694870073
5477,Appartement 4 pièces 87 m²,179000,87,4,93390,Clichy-sous-Bois,Île-de-France,2057.4712643678163,5475.549796070834
5478,Appartement 4 pièces 71 m²,175000,71,4,34070,Montpellier,Occitanie,2464.788732394366,3805.4817497122735
5479,Appartement 1 pièce 20 m²,229900,20,1,75018,Paris 18,Île-de-France,11495.0,5475.549796070834
5480,Appartement 1 pièce 18 m²,119000,18,1,33000,Bordeaux,Nouvelle-Aquitaine,6611.111111111111,4643.733694870073
5481,Appartement 3 pièces 45 m²,121500,45,3,80090,Amiens,Hauts-de-France,2700.0,3911.574802183785
5482,Appartement 3 pièces 73 m²,229900,73,3,44000,Nantes,Pays de la Loire,3149.31506849315,3940.1224531256
5483,Appartement 7 pièces 272 m²,1080000,272,7,13006,Marseille 6,Provence-Alpes-Côte d'Azur,3970.5882352941176,4259.945365227293
5484,Appartement 4 pièces 72 m²,345000,72,4,77550,Moissy-Cramayel,Île-de-France,4791.666666666667,5475.549796070834
5485,Appartement 4 pièces 80 m²,210000,80,4,25000,Besançon,Bourgogne-Franche-Comté,2625.0,1972.3694248603445
5486,Appartement 2 pièces 34 m²,81000,34,2,83340,Le Luc,Provence-Alpes-Côte d'Azur,2382.3529411764707,4259.945365227293
5487,Appartement 1 pièce 31 m²,138000,31,1,94420,Le Plessis-Trévise,Île-de-France,4451.612903225807,5475.549796070834
5488,Appartement 3 pièces 58 m²,129000,58,3,91150,Étampes,Île-de-France,2224.137931034483,5475.549796070834
5489,Appartement 2 pièces 72 m²,193000,72,2,38000,Grenoble,Auvergne-Rhône-Alpes,2680.555555555556,3987.6716210996815
5490,Appartement 2 pièces 44 m²,149000,44,2,33700,Mérignac,Nouvelle-Aquitaine,3386.3636363636365,4643.733694870073
5491,Appartement 2 pièces 40 m²,154500,40,2,44800,Saint-Herblain,Pays de la Loire,3862.5,3940.1224531256
5492,Appartement 2 pièces 50 m²,79000,50,2,79000,Niort,Nouvelle-Aquitaine,1580.0,4643.733694870073
5493,Appartement 3 pièces 64 m²,190000,64,3,73000,Bassens,Auvergne-Rhône-Alpes,2968.75,3987.6716210996815
5494,Appartement 4 pièces 80 m²,115000,80,4,87100,Limoges,Nouvelle-Aquitaine,1437.5,4643.733694870073
5495,Appartement 3 pièces 68 m²,410000,68,3,83600,Fréjus,Provence-Alpes-Côte d'Azur,6029.411764705882,4259.945365227293
5496,Appartement 5 pièces 100 m²,239500,100,5,95470,Survilliers,Île-de-France,2395.0,5475.549796070834
5497,Appartement 3 pièces 52 m²,144900,52,3,30800,Saint-Gilles,Occitanie,2786.538461538461,3805.4817497122735
5498,Appartement 3 pièces 51 m²,210000,51,3,13008,Marseille 8,Provence-Alpes-Côte d'Azur,4117.64705882353,4259.945365227293
5499,Appartement 4 pièces 76 m²,155000,76,4,95310,Saint-Ouen-l'Aumône,Île-de-France,2039.4736842105265,5475.549796070834
5500,Appartement 5 pièces 101 m²,310000,101,5,69500,Bron,Auvergne-Rhône-Alpes,3069.3069306930693,3987.6716210996815
5501,Appartement 3 pièces 63 m²,129000,63,3,31770,Colomiers,Occitanie,2047.619047619048,3805.4817497122735
5502,Appartement 3 pièces 85 m²,460000,85,3,33110,Le Bouscat,Nouvelle-Aquitaine,5411.764705882353,4643.733694870073
5503,Appartement 5 pièces 87 m²,158000,87,5,91130,Ris-Orangis,Île-de-France,1816.0919540229888,5475.549796070834
5504,Appartement 2 pièces 46 m²,390000,46,2,94100,Saint-Maur-des-Fossés,Île-de-France,8478.260869565218,5475.549796070834
5505,Appartement 2 pièces 46 m²,406000,46,2,94100,Saint-Maur-des-Fossés,Île-de-France,8826.08695652174,5475.549796070834
5506,Appartement 2 pièces 41 m²,411000,41,2,94100,Saint-Maur-des-Fossés,Île-de-France,10024.39024390244,5475.549796070834
5507,Appartement 2 pièces 49 m²,412000,49,2,94100,Saint-Maur-des-Fossés,Île-de-France,8408.163265306122,5475.549796070834
5508,Appartement 2 pièces 49 m²,420000,49,2,94100,Saint-Maur-des-Fossés,Île-de-France,8571.42857142857,5475.549796070834
5509,Appartement 2 pièces 49 m²,428000,49,2,94100,Saint-Maur-des-Fossés,Île-de-France,8734.69387755102,5475.549796070834
5510,Appartement 3 pièces 69 m²,560000,69,3,94100,Saint-Maur-des-Fossés,Île-de-France,8115.942028985507,5475.549796070834
5511,Appartement 4 pièces 83 m²,656000,83,4,94100,Saint-Maur-des-Fossés,Île-de-France,7903.614457831325,5475.549796070834
5512,Appartement 4 pièces 83 m²,668000,83,4,94100,Saint-Maur-des-Fossés,Île-de-France,8048.192771084337,5475.549796070834
5513,Appartement 2 pièces 42 m²,376000,42,2,94100,Saint-Maur-des-Fossés,Île-de-France,8952.380952380952,5475.549796070834
5514,Appartement 2 pièces 42 m²,387000,42,2,94100,Saint-Maur-des-Fossés,Île-de-France,9214.285714285714,5475.549796070834
5515,Appartement 3 pièces 47 m²,165000,47,3,6220,Golfe-Juan,Hauts-de-France,3510.6382978723404,3911.574802183785
5516,Appartement 5 pièces 109 m²,495000,109,5,92160,Antony,Île-de-France,4541.284403669725,5475.549796070834
5517,Appartement 3 pièces 64 m²,483000,64,3,94100,Saint-Maur-des-Fossés,Île-de-France,7546.875,5475.549796070834
5518,Appartement 3 pièces 70 m²,495999,70,3,94100,Saint-Maur-des-Fossés,Île-de-France,7085.7,5475.549796070834
5519,Appartement 2 pièces 51 m²,381999,51,2,94100,Saint-Maur-des-Fossés,Île-de-France,7490.176470588235,5475.549796070834
5520,Appartement 4 pièces 90 m²,473166,90,4,94430,Chennevières-sur-Marne,Île-de-France,5257.4,5475.549796070834
5521,Appartement 4 pièces 81 m²,455166,81,4,94430,Chennevières-sur-Marne,Île-de-France,5619.333333333333,5475.549796070834
5522,Appartement 3 pièces 72 m²,405666,72,3,94430,Chennevières-sur-Marne,Île-de-France,5634.25,5475.549796070834
5523,Appartement 3 pièces 63 m²,310000,63,3,92700,Colombes,Île-de-France,4920.6349206349205,5475.549796070834
5524,Appartement 2 pièces 34 m²,180000,34,2,33000,Bordeaux,Nouvelle-Aquitaine,5294.117647058823,4643.733694870073
5525,Appartement 5 pièces 44 m²,110000,44,5,59120,Loos,Hauts-de-France,2500.0,3911.574802183785
5526,Appartement 4 pièces 101 m²,327000,101,4,83400,Hyères,Provence-Alpes-Côte d'Azur,3237.6237623762377,4259.945365227293
5527,Appartement 4 pièces 69 m²,179000,69,4,68700,Cernay,Grand Est,2594.2028985507245,2933.8065728363176
5528,Appartement 5 pièces 96 m²,199000,96,5,57300,Hagondange,Grand Est,2072.9166666666665,2933.8065728363176
5529,Appartement 2 pièces 44 m²,210000,44,2,83440,Tanneron,Provence-Alpes-Côte d'Azur,4772.727272727273,4259.945365227293
5530,Appartement 4 pièces 92 m²,436800,92,4,67000,Strasbourg,Grand Est,4747.826086956522,2933.8065728363176
5531,Appartement 4 pièces 89 m²,355000,89,4,83200,Toulon,Provence-Alpes-Côte d'Azur,3988.764044943821,4259.945365227293
5532,Appartement 4 pièces 73 m²,239900,73,4,92160,Antony,Île-de-France,3286.301369863014,5475.549796070834
5533,Appartement 4 pièces 110 m²,85000,110,4,71470,Romenay,Bourgogne-Franche-Comté,772.7272727272727,1972.3694248603445
5534,Appartement 4 pièces 89 m²,349900,89,4,69008,Lyon 8,Auvergne-Rhône-Alpes,3931.460674157304,3987.6716210996815
5535,Appartement 1 pièce 26 m²,122000,26,1,67400,Illkirch-Graffenstaden,Grand Est,4692.307692307692,2933.8065728363176
5536,Appartement 2 pièces 52 m²,204000,52,2,95570,Villaines-sous-Bois,Île-de-France,3923.076923076923,5475.549796070834
5537,Appartement 2 pièces 59 m²,550000,59,2,74290,Talloires,Auvergne-Rhône-Alpes,9322.033898305084,3987.6716210996815
5538,Appartement 2 pièces 60 m²,191700,60,2,59000,Lille,Hauts-de-France,3195.0,3911.574802183785
5539,Appartement 3 pièces 61 m²,87000,61,3,21000,Dijon,Bourgogne-Franche-Comté,1426.229508196721,1972.3694248603445
5540,Appartement 2 pièces 61 m²,249000,61,2,34200,Sète,Occitanie,4081.967213114754,3805.4817497122735
5541,Appartement 3 pièces 56 m²,211000,56,3,69100,Villeurbanne,Auvergne-Rhône-Alpes,3767.857142857143,3987.6716210996815
5542,Appartement 3 pièces 62 m²,244000,62,3,34000,Montpellier,Occitanie,3935.483870967742,3805.4817497122735
5543,Appartement 4 pièces 78 m²,80000,78,4,13200,Arles,Provence-Alpes-Côte d'Azur,1025.6410256410256,4259.945365227293
5544,Appartement 1 pièce 45 m²,230000,45,1,97150,Saint Martin,,5111.111111111111,
5545,Appartement 1 pièce 45 m²,260000,45,1,97150,Saint Martin,,5777.777777777777,
5546,Appartement 4 pièces 67 m²,335000,67,4,78670,Villennes-sur-Seine,Île-de-France,5000.0,5475.549796070834
5547,Appartement 4 pièces 110 m²,340000,110,4,74550,Draillant,Auvergne-Rhône-Alpes,3090.909090909091,3987.6716210996815
5548,Appartement 6 pièces 120 m²,137000,120,6,59140,Dunkerque,Hauts-de-France,1141.6666666666667,3911.574802183785
5549,Appartement 4 pièces 98 m²,230000,98,4,26000,Valence,Auvergne-Rhône-Alpes,2346.938775510204,3987.6716210996815
5550,Appartement 1 pièce 16 m²,62000,16,1,13002,Marseille 2,Provence-Alpes-Côte d'Azur,3875.0,4259.945365227293
5551,Appartement 2 pièces 50 m²,95400,50,2,14400,Bayeux,Normandie,1908.0,3493.366335119261
5552,Appartement 3 pièces 64 m²,140000,64,3,21000,Dijon,Bourgogne-Franche-Comté,2187.5,1972.3694248603445
5553,Appartement 2 pièces 32 m²,63000,32,2,31340,Villemur-sur-Tarn,Occitanie,1968.75,3805.4817497122735
5554,Appartement 3 pièces 60 m²,143000,60,3,25000,Besançon,Bourgogne-Franche-Comté,2383.333333333333,1972.3694248603445
5555,Appartement 1 pièce 16 m²,60000,16,1,9110,Ax-les-Thermes,Île-de-France,3750.0,5475.549796070834
5556,Appartement 3 pièces 66 m²,258000,66,3,38240,Meylan,Auvergne-Rhône-Alpes,3909.090909090909,3987.6716210996815
5557,Appartement 3 pièces 60 m²,219000,60,3,31300,Toulouse,Occitanie,3650.0,3805.4817497122735
5558,Appartement 3 pièces 42 m²,330000,42,3,69001,Lyon 1,Auvergne-Rhône-Alpes,7857.142857142857,3987.6716210996815
5559,Appartement 1 pièce 23 m²,57000,23,1,13090,Aix-en-Provence,Provence-Alpes-Côte d'Azur,2478.260869565217,4259.945365227293
5560,Appartement 3 pièces 83 m²,398000,83,3,83600,Fréjus,Provence-Alpes-Côte d'Azur,4795.180722891566,4259.945365227293
5561,Appartement 4 pièces 105 m²,164000,105,4,71600,Paray-le-Monial,Bourgogne-Franche-Comté,1561.904761904762,1972.3694248603445
5562,Appartement 4 pièces 80 m²,121000,80,4,38130,Échirolles,Auvergne-Rhône-Alpes,1512.5,3987.6716210996815
5563,Appartement 2 pièces 30 m²,172500,30,2,56170,Quiberon,Bretagne,5750.0,4351.405381831158
5564,Appartement 3 pièces 54 m²,128000,54,3,76290,Montivilliers,Normandie,2370.3703703703704,3493.366335119261
5565,Appartement 3 pièces 64 m²,240000,64,3,35500,Vitré,Bretagne,3750.0,4351.405381831158
5566,Appartement 3 pièces 63 m²,249000,63,3,35500,Vitré,Bretagne,3952.380952380952,4351.405381831158
5567,Appartement 3 pièces 67 m²,246000,67,3,35500,Vitré,Bretagne,3671.641791044776,4351.405381831158
5568,Appartement 3 pièces 63 m²,239000,63,3,35500,Vitré,Bretagne,3793.6507936507937,4351.405381831158
5569,Appartement 3 pièces 62 m²,220000,62,3,35500,Vitré,Bretagne,3548.3870967741937,4351.405381831158
5570,Appartement 2 pièces 47 m²,215000,47,2,35500,Vitré,Bretagne,4574.468085106383,4351.405381831158
5571,Appartement 2 pièces 44 m²,205000,44,2,35500,Vitré,Bretagne,4659.090909090909,4351.405381831158
5572,Appartement 1 pièce 26 m²,139500,26,1,83530,Saint-Raphaël,Provence-Alpes-Côte d'Azur,5365.384615384615,4259.945365227293
5573,Appartement 2 pièces 50 m²,259000,50,2,78340,Les Clayes-sous-Bois,Île-de-France,5180.0,5475.549796070834
5574,Appartement 2 pièces 28 m²,50000,28,2,12130,Saint-Geniez-d'Olt-Et-d'Aubrac,Occitanie,1785.7142857142858,3805.4817497122735
5575,Appartement 3 pièces 43 m²,41500,43,3,62200,Boulogne-sur-Mer,Hauts-de-France,965.1162790697674,3911.574802183785
5576,Appartement 5 pièces 90 m²,90000,90,5,70000,Vesoul,Bourgogne-Franche-Comté,1000.0,1972.3694248603445
5577,Appartement 3 pièces 52 m²,225000,52,3,83000,Toulon,Provence-Alpes-Côte d'Azur,4326.923076923077,4259.945365227293
5578,Appartement 4 pièces 68 m²,239000,68,4,91750,Chevannes,Île-de-France,3514.705882352941,5475.549796070834
5579,Appartement 2 pièces 43 m²,140000,43,2,97410,Saint-Pierre,,3255.813953488372,
5580,Appartement 2 pièces 47 m²,142000,47,2,13300,Salon-de-Provence,Provence-Alpes-Côte d'Azur,3021.276595744681,4259.945365227293
5581,Appartement 2 pièces 30 m²,239990,30,2,93400,Saint-Ouen-sur-Seine,Île-de-France,7999.666666666667,5475.549796070834
5582,Appartement 3 pièces 66 m²,248000,66,3,6000,Nice,Hauts-de-France,3757.5757575757575,3911.574802183785
5583,Appartement 2 pièces 44 m²,199000,44,2,6100,Nice,Normandie,4522.727272727273,3493.366335119261
5584,Appartement 1 pièce 28 m²,120000,28,1,6220,Vallauris,Hauts-de-France,4285.714285714285,3911.574802183785
5585,Appartement 3 pièces 64 m²,295000,64,3,6100,Nice,Normandie,4609.375,3493.366335119261
5586,Appartement 2 pièces 46 m²,159000,46,2,78210,Saint-Cyr-l'École,Île-de-France,3456.521739130435,5475.549796070834
5587,Appartement 2 pièces 52 m²,166000,52,2,33140,Villenave-d'Ornon,Nouvelle-Aquitaine,3192.3076923076924,4643.733694870073
5588,Appartement 6 pièces 124 m²,352000,124,6,57050,Longeville-Lès-Metz,Grand Est,2838.709677419354,2933.8065728363176
5589,Appartement 4 pièces 66 m²,149900,66,4,91700,Sainte-Geneviève-des-Bois,Île-de-France,2271.212121212121,5475.549796070834
5590,Appartement 2 pièces 34 m²,170000,34,2,83600,Fréjus,Provence-Alpes-Côte d'Azur,5000.0,4259.945365227293
5591,Appartement 4 pièces 78 m²,385000,78,4,34430,Saint-Jean-de-Védas,Occitanie,4935.897435897436,3805.4817497122735
5592,Appartement 1 pièce 24 m²,162000,24,1,35000,Rennes,Bretagne,6750.0,4351.405381831158
5593,Appartement 6 pièces 162 m²,1089000,162,6,34000,Montpellier,Occitanie,6722.222222222223,3805.4817497122735
5594,Appartement 2 pièces 50 m²,88500,50,2,50180,Agneaux,Normandie,1770.0,3493.366335119261
5595,Appartement 4 pièces 69 m²,705000,69,4,38750,Huez,Auvergne-Rhône-Alpes,10217.391304347826,3987.6716210996815
5596,Appartement 4 pièces 71 m²,684000,71,4,38750,Huez,Auvergne-Rhône-Alpes,9633.802816901409,3987.6716210996815
5597,Appartement 4 pièces 69 m²,669000,69,4,38750,Huez,Auvergne-Rhône-Alpes,9695.652173913044,3987.6716210996815
5598,Appartement 4 pièces 70 m²,665000,70,4,38750,Huez,Auvergne-Rhône-Alpes,9500.0,3987.6716210996815
5599,Appartement 3 pièces 73 m²,720000,73,3,38750,Huez,Auvergne-Rhône-Alpes,9863.013698630137,3987.6716210996815
5600,Appartement 3 pièces 98 m²,996000,98,3,38750,Huez,Auvergne-Rhône-Alpes,10163.265306122448,3987.6716210996815
5601,Appartement 3 pièces 75 m²,710000,75,3,38750,Huez,Auvergne-Rhône-Alpes,9466.666666666666,3987.6716210996815
5602,Appartement 3 pièces 73 m²,139000,73,3,66000,Perpignan,Occitanie,1904.109589041096,3805.4817497122735
